date,agency,subject,message
11/28/22 1:02 AM,NYC,"Update: BKLYN, MANH, QNS, E and F Trains, Delays",World Trade Center-bound E and Stillwell Ave-bound F trains are running with delays after we moved a train into storage from Forest Hills-71 Av.
11/28/22 1:00 AM,NYC,"BKLYN, D, N, and R Trains, Delays",Northbound D/N/R trains are delayed while we address a signal problem near 36 St.
Menu,Menu,Menu,Menu
12345678910...  Page size:  select  3025 items in 61 pages,12345678910...  Page size:  select  3025 items in 61 pages,12345678910...  Page size:  select  3025 items in 61 pages,12345678910...  Page size:  select  3025 items in 61 pages
11/28/22 12:57 AM,NYC,"BKLYN, F Train, Part Suspended","There is no F service in either direction between Kings Hwy and Coney Island-Stillwell Av while we address a signal problem near Avenue X. The last stop on Coney Island-Stillwell Av-bound F trains will be Kings Hwy. As an alternative, consider taking a B68 or B82 bus."
11/28/22 12:49 AM,NYC,"BKLYN, MANH, QNS, E and F Trains, Delays",World Trade Center-bound E and Coney Island-Stillwell Av-bound F trains are delayed while we move a train into storage from Forest Hills-71 Av.
11/28/22 12:46 AM,NYC,"BX, 6 Train, Part Suspended","There is no 6 service in either direction between Pelham Bay Park and Parkchester while we address a signal problem at Pelham Bay Park. The last stop on northbound 6 trains will be Parkchester. For alternative service between Parkchester and Pelham Bay Park, consider taking Bx12 and Bx22 buses."
11/27/22 11:33 PM,NYC,"7 Train, Boarding Change","Tonight's planned work affecting 7 trains has been canceled. Flushing-bound 7 trains will arrive on the Flushing-bound platform at Vernon Blvd-Jackson Av and Hunters Point Av during overnight hours. This planned work is still scheduled to start next Monday, December 5, 2022, at 1:30 AM."
11/27/22 9:30 PM,NYC,"BKLYN, F Train, Delays",Northbound F trains are running with delays after NYPD responded to a person being disruptive on a train at Coney Island-Stillwell Av.
11/27/22 9:08 PM,NYC,"Update: QNS, E Train, Delays",E trains are running with delays in both directions after NYPD responded to a person being disruptive on a train at Jamaica-Van Wyck.
11/27/22 8:46 PM,NYC,"QNS, E Train, Delays",Jamaica Center-bound E trains are delayed while NYPD responds to a person being disruptive on a train at Jamaica-Van Wyck.
11/27/22 8:25 PM,NYC,"Update: BKLYN, D Train, Delays",D trains are running with delays in both directions after we removed debris from the tracks that caused a train's brakes to activate near 25 Av.
11/27/22 8:24 PM,NYC,"Update: BKLYN, D Train, Delays",Southbound D trains are running with delays after we removed debris from the tracks that caused a train's brakes to activate near 25 Av.
11/27/22 8:06 PM,NYC,"BKLYN, D Train, Delays",Southbound D trains are delayed while we remove debris from the tracks near 25 Av.
11/27/22 7:25 PM,NYC,"Update: BKLYN, D Train, Delays",D trains are running with delays in both directions after we moved a train whose brakes were activated near Coney Island-Stillwell Av.
11/27/22 7:12 PM,NYC,"BKLYN, D Train, Delays",D trains are delayed in both directions while we investigate why a train's brakes activated near Coney Island-Stillwell Av.
11/27/22 6:04 PM,NYC,"Update: MANH, J Train, Delays",J trains are running with delays in both directions after NYPD responded to a person being disruptive on a train at Broad St. Trains have resumed making regular station stops.
11/27/22 6:03 PM,NYC,"Update: MANH, QNS, J Train, Delays",Broad St-bound J trains are running with delays after we removed a train with a mechanical problem from service at 111 St.
11/27/22 5:51 PM,NYC,"Update: MANH, J Train, Delays","J trains are delayed in both directions. The last stop on some Broad St-bound J trains will be Chambers St. What's Happening? NYPD is responding to a person being disruptive at Broad St. Alternative Service: For service between Chambers St and Broad St, consider nearby M55, M15, or M22 buses or nearby 4 trains."
11/27/22 5:50 PM,NYC,"MANH, QNS, J Train, Delays",Broad St-bound J trains are delayed while we remove a train with a mechanical problem from service at 111 St.
11/27/22 5:43 PM,NYC,"MANH, J Train, Delays",J trains are delayed in both directions while NYPD responds to a person being disruptive at Broad St.
11/27/22 5:04 PM,NYC,"Update: BX, 2 and 5 Trains, Delays",Southbound 2/5 trains are running with delays after we conducted track maintenance near 219 St.
11/27/22 4:52 PM,NYC,"BX, 2 and 5 Trains, Delays",Southbound 2/5 trains are delayed while we conduct track maintenance near 219 St.
11/27/22 4:44 PM,NYC,"Update: MANH, A, C, and D Trains, Delays",Northbound A/C/D trains are running with delays after EMS assisted a person in need at 125 St. Trains have resumed making regular stops.
11/27/22 4:43 PM,NYC,"Update: MANH, A, C, and D Trains, Multiple Changes",Northbound A/D trains are running local from 59 St-Columbus Circle to 125 St while EMS assists a person in need at 125 St. Expect A/C/D delays while trains share tracks.
11/27/22 4:41 PM,NYC,"MANH, A and D Trains, Delays",Northbound A/D trains are delayed while we request EMS assistance for a person in need at 125 St.
11/27/22 4:25 PM,NYC,"Update: BKLYN, 4 Train, Delays",Southbound 4 trains are running with delays after we removed a train car in need of cleaning from service at Borough Hall.
11/27/22 4:22 PM,NYC,"BKLYN, L Train, Delays",Canarsie-bound L trains are running with delays after we addressed a door problem on a train at Livonia Av.
11/27/22 4:22 PM,NYC,"BKLYN, 4 Train, Delays",Southbound 4 trains are delayed while we remove a train car in need of cleaning from service at Borough Hall.
11/27/22 3:30 PM,NYC,"BKLYN, 2 Train, Delays",Northbound 2 trains are running with delays after we removed a train from service that had a mechanical problem at Franklin Av-Medgar Evers College.
11/27/22 3:08 PM,NYC,"Update: QNS, G Train, Delays",G trains are running with delays in both directions after NYPD and EMS responded to a person in need aboard a train at Court Sq.
11/27/22 2:47 PM,NYC,"Update: QNS, J Train, Delays",J trains are running with delays in both directions after EMS responded to a person in need at Jamaica Center-Parsons/Archer.
11/27/22 2:46 PM,NYC,"BKLYN, Franklin Av S Train, Delays",FS trains are running with delays in both directions after we removed a train in need of cleaning from service at Franklin Av.
11/27/22 2:26 PM,NYC,"QNS, J Train, Delays",J trains are delayed in both directions while EMS responds to a person in need at Jamaica Center-Parsons/Archer.
11/27/22 2:12 PM,NYC,"Update: QNS, G Train, Delays",G trains are delayed in both directions while NYPD and EMS respond to a person in need aboard a train at Court Sq.
11/27/22 2:07 PM,NYC,"Update: MANH, 6 Train, Delays",Southbound 6 trains are running with delays after emergency teams responded to an unauthorized person on the tracks at 51 St.
11/27/22 2:06 PM,NYC,"QNS, G Train, Delays",G trains are delayed in both directions while we request NYPD assistance with people being disruptive on a train at Court Sq.
11/27/22 1:54 PM,NYC,"Update: BX, 1 Train, Delays",1 trains are running with delays in both directions after track maintenance near 238 St concluded.
11/27/22 1:48 PM,NYC,"MANH, 6 Train, Delays",Southbound 6 trains are delayed because of an unauthorized person on the tracks at 51 St.
11/27/22 1:15 PM,NYC,"Update: MANH, N and R Trains, Delays",Northbound N/R trains are running with delays after we removed a train with a mechanical problem from service at 14 St-Union Sq. Northbound N/R trains have resumed making scheduled stops from Canal St to 34 St-Herald Sq.
11/27/22 12:55 PM,NYC,"MANH, N and R Trains, Local to Express",Northbound N/R trains are running on the express track from Canal St to 34 St-Herald Sq. We are removing a train with a mechanical problem from service at 14 St-Union Sq. For service to/from bypassed stations. take a southbound train.
11/27/22 12:39 PM,NYC,"BX, 2 Train, Delays",Southbound 2 trains are delayed while we perform track maintenance near Pelham Pkwy.
11/27/22 12:18 PM,NYC,"BX, 1 Train, Delays",1 trains are delayed in both directions while we perform track maintenance near 238 St.
11/27/22 11:29 AM,NYC,"Update: MANH, 7 Train, Delays",Flushing-bound 7 trains are running with delays after we removed a train with a mechanical problem from service at Times Sq-42 St.
11/27/22 10:54 AM,NYC,"MANH, 7 Train, Delays",Flushing-bound 7 trains are delayed while we investigate why a train's brakes were activated at Times Sq-42 St.
11/27/22 10:54 AM,NYC,"Update: A and Rockaway Park S Trains, Delays",A/H trains are running with delays in both directions after the South Channel Bridge closed.
11/27/22 10:43 AM,NYC,"A and Rockaway Park S Trains, Delays",A/H trains are delayed in both directions while the South Channel Bridge opens to allow marine traffic to pass.
11/27/22 10:41 AM,NYC,"Update: BKLYN, Franklin Av S Train, Delays",Southbound Franklin Av Shuttle trains are running with delays after NYPD safely removed a dog from the tracks at Botanic Garden.
11/27/22 10:24 AM,NYC,"BKLYN, Franklin Av S Train, Delays",Southbound FS trains are delayed while we request NYPD assistance to remove a dog from the tracks at Botanic Garden.
11/27/22 9:38 AM,NYC,"Update: BX, 2 Train, Delays",Southbound 2 trains are running with delays after NYPD responded to a person being disruptive at Gun Hill Rd.
11/27/22 9:35 AM,NYC,"BX, 2 Train, Delays",Southbound 2 trains are delayed while we request NYPD for a person being disruptive at Gun Hill Rd.
11/27/22 9:22 AM,NYC,"BKLYN, J Train, Slow Speeds",J trains are running at slower speeds in both directions between Broadway Junction and Alabama Av while we perform track maintenance in the area.
11/27/22 8:57 AM,NYC,"QNS, E, F, and R Trains, Delays",Southbound E/F/R trains are running with delays after NYPD responded to a person being disruptive at Steinway St.
11/27/22 7:11 AM,NYC,"Update: MANH, A Train, Delays",Southbound A trains are running with delays after we removed a train with a mechanical problem from service at 168 St.
Menu,Menu,Menu,Menu
12345678910...  Page size:  select  3025 items in 61 pages,12345678910...  Page size:  select  3025 items in 61 pages,12345678910...  Page size:  select  3025 items in 61 pages,12345678910...  Page size:  select  3025 items in 61 pages
11/27/22 6:52 AM,NYC,"MANH, A Train, Delays",Southbound A trains are delayed while we remove a train with a mechanical problem from service at 168 St.
11/27/22 6:43 AM,NYC,"Update: MANH, 1 Train, Delays",Southbound 1 trains are running with delays after we moved a train that had its brakes activated at Cathedral Pkwy (110 St). Southbound 1 trains have resumed running on the local track from 137 St-City College to 96 St.
11/27/22 6:22 AM,NYC,"MANH, 1 Train, Local to Express",Southbound 1 trains are running on the express track from 137 St-City College to 96 St while we investigate why a train's brakes were activated at 110 St.
11/27/22 6:22 AM,NYC,"Update: BX, 2 Train, Delays",2 trains are running with extensive delays in both directions after FDNY extinguished a track fire at 3 Av-149 St. Wakefield-241 St-bound 2 trains have resumed running regular service at 3 Av-149 St.
11/27/22 5:55 AM,NYC,"BX, 2 Train, Boarding Change",Wakefield-241 St-bound 2 trains will arrive/depart on the Flatbush Av-bound platform at 3 Av-149 St. Expect extensive delays in both directions. We are inspecting the track at 3 Av-149 St after FDNY extinguished a track fire at that station.
11/27/22 5:26 AM,NYC,"Update: BX, BKLYN, 2 Train, Delays",Wakefield-241 St-bound 2 trains have resumed regular platform boarding from Church Av to Sterling St. We moved a train with a mechanical problem near Winthrop St.
11/27/22 4:30 AM,NYC,"BKLYN, A Train, Delays",Northbound A trains are running with delays after we moved a train that had its brakes activated at Nostrand Av.
11/27/22 4:23 AM,NYC,"BX, BKLYN, 2 Train, Boarding Change",Wakefield-241 St-bound 2 trains will arrive/depart on the Flatbush Av-Brooklyn College-bound platform at 3 Av-149 St. We are inspecting the track at 3 Av-149 St after FDNY extinguished a track fire at that station. 2 trains have resumed making stops between 96 St and 149 St-Grand Concourse in both directions. Expect extensive delays in both directions.
11/27/22 4:04 AM,NYC,"BX, MANH, 2 Train, Part Suspended","There are no 2 trains between 96 St and 149 St-Grand Concourse in both directions while we inspect the tracks at 3 Av-149 St. We are inspecting the track at 3 Av-149 St after FDNY extinguished a track fire at that station. Some northbound 2 trains will end at 96 St or Harlem-148 St on the 3 line before turning for southbound service. Some southbound 2 trains will end at 149 St-Grand Concourse before turning for northbound service. Listen for train crew announcements to find out where your train will be routed. As an alternative, consider D/6 or Bx19 bus for service between Manhattan and the Bronx. Free shuttle bus service is running in both directions between 135 St and 149 St-Grand Concourse. Expect extensive delays in both directions."
11/27/22 3:58 AM,NYC,"Update: A and Rockaway Park S Trains, Delays",A/H trains are running with delays in both directions after the South Channel Bridge opened to allow marine traffic to pass.
11/27/22 3:34 AM,NYC,"A and Rockaway Park S Trains, Delays",A/H trains are delayed in both directions while the South Channel Bridge opens to allow marine traffic to pass.
11/27/22 3:20 AM,NYC,"QNS, F Train, Delays",Northbound F trains have resumed running on the express track from Jackson Hts-Roosevelt Av to Forest Hills-71 Av. We have completed urgent track maintenance near Jackson Hts-Roosevelt Av. Planned Work Reminder: F trains run local in both directions between 21 St-Queensbridge and Jackson Hts-Roosevelt Av for planned track maintenance.
11/27/22 2:57 AM,NYC,"BX, MANH, 2 Train, Boarding Change",Wakefield-241 St-bound 2 trains will arrive/depart from the Flatbush Av-bound platform from 135 St to Jackson Av. We are conducting track inspections after FDNY extinguished a track fire at 3 Av-149 St. 2 trains have resumed making stops between 96 St and E 180 St in both directions. Expect extensive delays in both directions.
11/27/22 2:35 AM,NYC,"Update: BX, BKLYN, 2 Train, Boarding Change",Wakefield-241 St-bound 2 trains will arrive on the Flatbush Av-bound platform from Church Av to Sterling St. We are troubleshooting a train with a mechanical problem near Winthrop St.
11/27/22 2:33 AM,NYC,"BX, BKLYN, 2 Train, Boarding Change",Wakefield-241 St-bound 2 trains will arrive on the Flatbush Av-bound platform from Church Av to Sterling St. We are troubleshooting a train with a mechanical problem near Winthrop St.
11/27/22 1:47 AM,NYC,"BX, MANH, 2 Train, Part Suspended","There are no 2 trains between 96 St and E 180 St in both directions while FDNY responds to a track fire at 3 Av-149 St. Some northbound 2 trains will end at 96 St or Harlem-148 St on the 3 line before turning for southbound service. Some southbound 2 trains will end at E 180 St and turn back for northbound service. Listen for train crew announcements to find out where your train will be routed. As an alternative, consider D/6 or the Bx19 bus for service between Manhattan and the Bronx."
11/27/22 1:39 AM,NYC,"Update: BX, MANH, 2 Train, Part Suspended",There are no 2 trains between 96 St and E 180 St in both directions while FDNY responds to a track fire at 3 Av-149 St. Some northbound 2 trains will end at 96 St or Harlem-148 St on the 3 line before turning for southbound service. Some southbound 2 trains will end at E 180 St and turn back for northbound service. Listen for train crew announcements to find out where your train will be routed.
11/27/22 1:22 AM,NYC,"Update: BX, 2 Train, Delays",2 trains are delayed in both directions while FDNY responds to a track fire at 3 Av-149 St.
11/27/22 1:17 AM,NYC,"BX, 2 Train, Delays",Northbound 2 trains are delayed while we request FDNY assistance for a report of a track fire at 3 Av-149 St.
11/27/22 1:06 AM,NYC,"QNS, F Train, Express to Local",Northbound F trains are running on the local track from Jackson Hts-Roosevelt Av to Forest Hills-71 Av. We are performing urgent track maintenance near Jackson Hts-Roosevelt Av. Planned Work Reminder: F trains run local in both directions between 21 St-Queensbridge and Jackson Hts-Roosevelt Av for planned track maintenance.
11/26/22 10:59 PM,NYC,"Update: BX, 2 Train, Delays",Southbound 2 trains are running with delays after we moved a train that had its brakes activated near E 180 St.
11/26/22 10:49 PM,NYC,"Update: MANH, D Train, Delays",Northbound D trains are running with delays after EMS responded to a person in need of assistance at 7 Av.
11/26/22 10:43 PM,NYC,"BX, 2 Train, Delays",Southbound 2 trains are delayed while we investigate why a train's brakes were activated near E 180 St.
11/26/22 10:38 PM,NYC,"MANH, D Train, Delays",Northbound D trains are delayed while we request EMS for a person in need of assistance at 7 Av.
11/26/22 10:32 PM,NYC,"MANH, D Train, Delays",Southbound D trains are running with delays after we removed a vandalized train from service at 145 St.
11/26/22 10:30 PM,NYC,"Update: MANH, 1 Train, Delays",Northbound 1 trains are running with delays after we completed an investigation at 145 St.
11/26/22 10:27 PM,NYC,"MANH, 1 Train, Delays",Northbound 1 trains are delayed while we conduct an investigation at 145 St.
11/26/22 10:24 PM,NYC,"SIR Train, Boarding Change","On Sunday, November 27th from 7AM-7PM SIR trains from Jefferson Av to Old Town will board at the Tottenville-bound platform. Boarding change included Jefferson Av, Dongan Hills, and Old Town stations. What's Happening? Scheduled Maintenance"
11/26/22 8:04 PM,NYC,"Update: MANH, A and C Trains, Delays",Southbound A/C trains are running with delays after EMS responded to someone in need at 168 St.
11/26/22 7:55 PM,NYC,"MANH, A and C Trains, Delays",Southbound A/C trains are delayed while EMS responds to someone in need at 168 St.
11/26/22 6:49 PM,NYC,"MANH, 1 Train, Delays",Southbound 1 trains are running with delays after EMS responded to a customer in need at Christopher St-Sheridan Sq.
11/26/22 6:32 PM,NYC,"MANH, 7 Train, Delays",7 trains are running with delays in both directions after we removed a train from service that had a mechanical problem at Times Sq-42 St.
11/26/22 5:52 PM,NYC,"Update: BKLYN, F Train, Delays",Northbound F trains are running with delays after we moved a train whose brakes were activated near Bay Pkwy. Northbound F trains have resumed regular service.
11/26/22 5:51 PM,NYC,"Update: MANH, A, C, and E Trains, Delays",A/C/E trains are running with delays in both directions after FDNY responded to a report of smoke at Fulton St. A/C/E trains have resumed regular service in both directions.
11/26/22 5:38 PM,NYC,"Update: QNS, E, F, and R Trains, Delays",Southbound E/F/R trains are running with delays after we addressed a signal problem near 36 St.
11/26/22 5:37 PM,NYC,"BKLYN, F Train, Local to Express","Northbound F trains are running express from Kings Hwy to Ditmas Av while we investigate why a train's brakes were activated near Bay Pkwy. For service to/from bypassed stations, take a southbound train."
11/26/22 5:31 PM,NYC,"QNS, E, F, and R Trains, Delays",Southbound E/F/R trains are delayed while we investigate a signal problem near 36 St.
11/26/22 5:25 PM,NYC,"Update: BKLYN, A, C, E, and F Trains, Multiple Changes",A/C trains via the F line between W 4 St and Jay St-MetroTech in both directions. Southbound E trains are express from 42 St to Canal St. A/C/E trains are delayed while FDNY respond to a report of smoke at Fulton St. You may experience delays in F train service as they share tracks with these rerouted trains.
11/26/22 5:18 PM,NYC,"BKLYN, A, C, E, and F Trains, Multiple Changes",A/C trains via the F line from W 4 St to Jay St-MetroTech in both directions. Southbound E trains are express from 42 St to Canal St. A/C/E trains are delayed while FDNY respond to a report of smoke at Fulton St. You may experience delays F train service as they share tracks with these rerouted trains.
11/26/22 4:48 PM,NYC,"Update: MANH, A Train, Delays",Northbound A trains are running with delays after we addressed a switch problem near 59 St-Columbus Circle.
11/26/22 4:38 PM,NYC,"Update: MANH, 2 and 3 Trains, Resumed",Southbound 2/3 trains are running with delays after EMS responded to someone in need at 135 St.
11/26/22 4:35 PM,NYC,"MANH, 2 and 3 Trains, Delays",Southbound 2/3 trains are delayed while EMS responds to a customer in need on a train at 135 St. Some southbound 2 trains will run on the 5 line from 149 St-Grand Concourse to Nevins St.
11/26/22 3:55 PM,NYC,"Update: 2, 3, 4, and 5 Trains, Delays",2/3/4/5 trains are running with delays in both directions after we removed debris from the tracks near Atlantic Av. 2 trains have resumed making regularly scheduled stops between Flatbush Av-Brooklyn College and Chambers St. 3 trains have resumed making regularly scheduled stops between New Lots Av and Chambers St. 4 trains have resumed making regularly scheduled stops between Crown Hts-Utica Av and Bowling Green. 5 trains have resumed making regularly scheduled stops between E 180 St and Bowling Green.
11/26/22 3:54 PM,NYC,"MANH, A Train, Express to Local",Northbound A trains are running on the local track from Canal St to 59 St-Columbus Circle while we address a switch problem near 59 St-Columbus Circle.
11/26/22 3:22 PM,NYC,"Update: BKLYN, Q Train, Delays",Northbound Q trains are running with extensive delays after we removed a vandalized train from service at W 8 St-NY Aquarium.
11/26/22 3:14 PM,NYC,"BKLYN, Q Train, Delays",Northbound Q trains are delayed while we remove a vandalized train from service at W 8 St-NY Aquarium. Some northbound Q trains will run on the N line from Coney Island-Stillwell Av to DeKalb Av.
11/26/22 3:10 PM,NYC,"MANH, D Train, Delays",Northbound D trains are running with delays after we moved a train that had it's brakes activated near 7 Av.
11/26/22 2:53 PM,NYC,"2, 3, 4, and 5 Trains, Multiple Changes",2/3 trains have resumed service between Brooklyn and Manhattan. Utica Av-bound 4 trains will run on the local track from Atlantic Av to Utica Av. What's Happening? We moved a train that had its brakes activated and are removing debris from the tracks near Atlantic Av. 2 trains have resumed making regularly scheduled stops between Flatbush Av-Brooklyn College and Chambers St. 3 trains have resumed making regularly scheduled stops between New Lots Av and Chambers St. 4 trains have resumed making regularly scheduled stops between Crown Hts-Utica Av and Bowling Green. 5 trains have resumed making regularly scheduled stops between E 180 St and Bowling Green. Expect delays in 2/3/4/5 trains as they get back on schedule.
11/26/22 1:47 PM,NYC,"Update: QNS, F Train, Delays",F trains are running with delays in both directions after EMS assisted a person in need at Jamaica-179 St.
11/26/22 1:34 PM,NYC,"Update: BX, 6 Train, Delays",Southbound 6 trains are running with delays after we removed a train with a mechanical problem from service at Parkchester.
Menu,Menu,Menu,Menu
12345678910...  Page size:  select  3025 items in 61 pages,12345678910...  Page size:  select  3025 items in 61 pages,12345678910...  Page size:  select  3025 items in 61 pages,12345678910...  Page size:  select  3025 items in 61 pages
11/26/22 1:28 PM,NYC,"Update: QNS, F Train, Delays",F trains are delayed entering and leaving Jamaica-179 St while we request EMS assistance for a person in need at that station.
11/26/22 1:14 PM,NYC,"QNS, F Train, Delays",Northbound F trains are delayed while we request EMS assistance for a person in need on a train at Parsons Blvd.
11/26/22 1:12 PM,NYC,"BX, 6 Train, Delays",Southbound 6 trains are delayed while we remove a train with a mechanical problem from service at Parkchester.
11/26/22 12:53 PM,NYC,"Update: BKLYN, 2, 3, 4, and 5 Trains, Multiple Changes","2/3/4 suspended between Manhattan and Brooklyn while we remove debris from the tracks after a train's brakes were activated near Atlantic Av-Barclays Ctr. Service Changes: No 2 trains between Chambers St and Flatbush Av-Brooklyn College. No 3 trains between Chambers St and New Lots Av. Southbound 2/3 trains will end at Chambers St, 14 St, or Times Sq-42 St. No 4 trains between Bowling Green and Crown Hts-Utica Av. Southbound 4 trains will end at Bowling Green. Some southbound 5 trains will run on the 2 line from 149 St-Grand Concourse to Chambers St. Some southbound 5 trains will end at E 180 St. Alternatives: Consider D/F/N/Q/R trains for service between Manhattan and Brooklyn."
11/26/22 12:33 PM,NYC,"BKLYN, 2, 3, and 4 Trains, Delays",Southbound 2/3/4 trains are delayed while we investigate what activated a train's brakes near Atlantic Av-Barclays Ctr.
11/26/22 12:05 PM,NYC,"Update: A and Rockaway Park S Trains, Delays",A/H trains are running with delays in both directions after the South Channel Bridge was opened to allow marine traffic to pass.
11/26/22 11:51 AM,NYC,"A and Rockaway Park S Trains, Delays",A/H trains are delayed in both directions while the South Channel Bridge opens to allow marine traffic to pass.
11/26/22 10:48 AM,NYC,"Update: MANH, 2 and 3 Trains, Delays",Southbound 2/3 trains are running with delays after we removed a train in need of cleaning from service at 72 St.
11/26/22 10:44 AM,NYC,"MANH, 2 and 3 Trains, Delays",Southbound 2/3 trains are delayed while we remove a train in need of cleaning from service at 72 St.
11/26/22 10:19 AM,NYC,"Update: SI, SIR Train, Delays",St George-bound SIR trains are running with delays after we addressed a signal problem near Tottenville. Trains have resumed making normal stops at Arthur Kill and Richmond Valley.
11/26/22 10:10 AM,NYC,"BKLYN, L Train, Delays",L trains are running with delays in both directions after our crews secured low-hanging wires over the tracks near Graham Av. L trains have resumed making scheduled stops between Lorimer St and Myrtle-Wyckoff Avs.
11/26/22 9:35 AM,NYC,"BKLYN, L Train, Part Suspended","There is no L service between Lorimer St and Myrtle-Wyckoff Avs while our crews secure low-hanging wires over the tracks near Graham Av. As an alternative, consider taking local B24, B57, B60 or Q54 buses to/from nearby G train stations. For service between DeKalb Av and Myrtle-Wyckoff Avs, consider using the B13 bus."
11/26/22 9:19 AM,NYC,"Update: MANH, D Train, Delays",D trains are running with delays in both directions after FDNY completed an investigation between W 4 St-Wash Sq and 34 St-Herald Sq. D trains have resumed running on the express track between W 4 St-Wash Sq and 34 St-Herald Sq.
11/26/22 9:00 AM,NYC,"Update: BKLYN, Q Train, Delays",Southbound Q trains are running with delays after we removed a vandalized train car from service at Parkside Av.
11/26/22 8:56 AM,NYC,"Update: BKLYN, L Train, Part Suspended",There is no L service between Lorimer St and Myrtle-Wyckoff Avs while our crews secure low-hanging wires over the tracks near Graham Av.
11/26/22 8:55 AM,NYC,"BKLYN, L Train, Part Suspended",There is no L service between Lorimer St and Myrtle-Wyckoff Avs while we our crews secure low-hanging wires over the tracks near Graham Av.
11/26/22 8:51 AM,NYC,"BKLYN, Q Train, Delays",Southbound Q trains are delayed while we remove a vandalized train car from service at Parkside Av.
11/26/22 8:49 AM,NYC,"MANH, D Train, Express to Local",D trains are running on the local track in both directions between W 4 St-Wash Sq and 34 St-Herald Sq while FDNY responds to a report of smoke in the area.
11/26/22 8:40 AM,NYC,"BKLYN, L Train, Delays",Canarsie-bound L trains are delayed while we investigate what caused a train's brakes to activate near Graham Av.
11/26/22 8:21 AM,NYC,"MANH, A Train, Delays",Southbound A trains are delayed while we troubleshoot a switch problem near 168 St.
11/26/22 7:51 AM,NYC,"BKLYN, Q Train, Delays",Northbound Q trains are running with delays after NYPD removed a person being disruptive from a train at 7 Av.
11/26/22 7:49 AM,NYC,"Update: BKLYN, 3 and 4 Trains, Delays",3/4 trains are running with delays in both directions after EMS responded to a person in need at Crown Hts-Utica Av.
11/26/22 7:46 AM,NYC,"Update: MANH, 2 and 3 Trains, Delays",Southbound 2/3 trains are running with delays after we addressed a mechanical problem on a train at 135 St.
11/26/22 7:42 AM,NYC,"MANH, 2 and 3 Trains, Delays",Southbound 2/3 trains are delayed while we troubleshoot a mechanical problem on a train at 135 St.
11/26/22 7:31 AM,NYC,"BKLYN, 3 and 4 Trains, Delays",3/4 trains are delayed in both directions while we request EMS assistance for a person in need at Crown Hts-Utica Av.
11/26/22 7:12 AM,NYC,"Update: BKLYN, A Train, Delays",Northbound A trains are running with delays after we removed a train with a mechanical problem from service at Euclid Av.
11/26/22 7:01 AM,NYC,"SI, SIR Train, Boarding Change",St George-bound SIR trains will board from the Tottenville-bound platform at Arthur Kill and Richmond Valley. We are addressing a signal problem near Tottenville.
11/26/22 6:28 AM,NYC,"BKLYN, A Train, Delays",Northbound A trains are delayed while we remove a train with a mechanical problem from service at Euclid Av.
11/26/22 6:23 AM,NYC,"Update: MANH, 1 and 2 Trains, Delays",Northbound 1/2 trains are running with delays after EMS assisted a person in need on a train at 96 St. Northbound 1/2 trains have resumed making local stops from 72 St to 96 St.
11/26/22 6:20 AM,NYC,"MANH, 1 and 2 Trains, Local to Express","Northbound 1/2 trains are running express from 72 St to 96 St while EMS responds to a person in need on a train at 96 St. For service to/from 79 St and 86 St, take a southbound 1/2 train."
11/26/22 5:54 AM,NYC,"Update: 2 Train, Delays",Northbound 2 trains are running with delays after we moved a train that had its brakes activated near Chambers St. Northbound 2 trains have resumed making local stops from Chambers St to 14 St.
11/26/22 4:56 AM,NYC,"MANH, 2 Train, Local to Express","Northbound 2 trains are running on the express track from Chambers St to 14 St while we investigate why a train's brakes were activated near Chambers St. For service to/from bypassed stations, take a southbound 1 train."
11/26/22 4:30 AM,NYC,"MANH, 2 Train, Delays",Northbound 2 trains are running with delays after we moved a train that had its brakes activated near Chambers St. Northbound 2 trains have resumed making locals stops from Chambers St to 14 St.
11/26/22 4:23 AM,NYC,"MANH, 2 Train, Local to Express","Northbound 2 trains are running on the express track from Chambers St to 14 St while we investigate why a train's brakes were activated near Chambers St. For service to/from bypassed stations, take a southbound 1 train."
11/26/22 4:14 AM,NYC,"Update: MANH, A and D Trains, Delays",A/D trains are running with delays in both directions after NYPD responded to someone being disruptive on a train at 59 St-Columbus Circle.
11/26/22 4:06 AM,NYC,"Update: MANH, A and D Trains, Delays",A/D trains are delayed in both directions while we request NYPD assistance for someone being disruptive on a train at 59 St-Columbus Circle.
11/26/22 3:54 AM,NYC,"Update: MANH, A and D Trains, Delays",Northbound A/D trains are delayed while we request NYPD assistance for someone being disruptive on a train at 59 St-Columbus Circle.
11/26/22 3:50 AM,NYC,"Update: BKLYN, MANH, L Train, Delays","Canarsie-Rockaway Pkwy-bound L trains have resumed arriving on the Canarsie-Rockaway Pkwy-bound track at 3 Av, 1 Av, and Bedford Av. We completed signal maintenance in the Canarsie tube."
11/26/22 3:27 AM,NYC,"MANH, D Train, Delays",Northbound D trains are delayed while we request NYPD assistance for someone being disruptive on a train at 59 St-Columbus Circle.
11/26/22 3:08 AM,NYC,"BKLYN, MANH, L Train, Boarding Change","Canarsie-Rockaway Pkwy-bound L trains will arrive on the 8 Av-bound track at 3 Av, 1 Av, and Bedford Av. We are conducting signal maintenance in the Canarsie tube."
11/26/22 3:00 AM,NYC,"Update: BKLYN, A Train, Delays",Northbound A trains are running with delays after we requested EMS for an injured passenger at Shepherd Av.
