date,agency,subject,message
11/30/22 9:55 AM,NYC,"Update: QNS, J Train, Delays",Jamaica-bound J trains are running with delays after NYPD responded to a person being disruptive at Woodhaven Blvd.
11/30/22 9:55 AM,NYC,"MANH, F Train, Delays",Southbound F trains are running with delays after we assisted someone who needs medical help at Lexington Av/63 St.
11/30/22 9:41 AM,NYC,"Update: BKLYN, D Train, Delays",D trains are running with delays in both directions after we extinguished a track fire near 9 Av. D trains have resumed making regular stops between 36 St and Coney Island-Stillwell Av.
11/30/22 9:40 AM,NYC,D Line - Weekday Planned Service Change SUSPENSION,"A planned service change on the D line has been SUSPENDED today and tomorrow, Nov 30 - Dec 1, Wed and Thu, from 9:45 AM to 3:30 PM; as a result, Manhattan-bound D trains will run normally from Stillwell Av to 36 St during this time."
11/30/22 9:39 AM,NYC,"QNS, J Train, Delays",Jamaica-bound J trains are delayed while we request NYPD assistance for a person being disruptive at Woodhaven Blvd.
11/30/22 9:29 AM,NYC,"B and D Trains, Multiple Changes","Northbound B/D trains are running with significant delays in Manhattan. Take F/M or A/C/E trains instead. Some northbound D trains will run on the C from W 4 St-Wash Sq to 59 St-Columbus Circle to avoid congestion. What's Happening? We are addressing a signal problem near 7 Av. Alternatives For service to stations from W 4 St-Wash Sq to 47-50 Sts-Rockefeller Ctr, take F/M trains. For service to 7 Av, transfer to E trains at W 4 St-Wash Sq. For service through to Central Park W and the Bronx, transfer to A/C trains at W 4 St-Wash Sq."
11/30/22 9:29 AM,NYC,"Update: BKLYN, D and N Trains, Multiple Changes",Northbound D trains are running on the N line from Coney Island-Stillwell Av to 36 St while we extinguish a track fire near 9 Av. Southbound D trains have resumed making regular stops from 36 St to Coney Island-Stillwell Av. You may wait longer for a northbound N train while they share the track with rerouted trains.
11/30/22 9:18 AM,NYC,"QNS, 7 Train, Some Delays",Flushing-bound 7 trains are running with delays after a train's brakes activated at Queensboro Plaza.
11/30/22 9:18 AM,NYC,"BKLYN, D and N Trains, Multiple Changes",There is no D service between 36 St and Coney Island-Stillwell Av while we extinguish a track fire near 9 Av. D trains are running via the N line between 36 St and Coney Island-Stillwell Av in both directions. You may wait longer for an N train while they share the tracks with rerouted trains.
11/30/22 8:57 AM,NYC,"MANH, B, C, D, and E Trains, Multiple Changes",Some northbound D trains will run on the C from W 4 St-Wash Sq to 59 St-Columbus Circle. Northbound B/D trains are running at slow speeds in Midtown. We are addressing a signal problem near 7 Av You may wait longer for a northbound C/E train while they share the track with rerouted trains.
11/30/22 8:44 AM,NYC,"BKLYN, QNS, J and M Trains, Multiple Changes","There is no M service between Myrtle Av and Middle Village-Metropolitan Av while FDNY extinguishes a building fire near Middle Village-Metropolitan Av. Middle Village-bound M trains will end at Myrtle Av (Broadway), 2 Av on the F line or Broadway Junction on the J line. As an alternative, considering using a Q54, B13 or B54 bus. Some Broad St-bound J trains are running local from Myrtle Av to Marcy Av to provide additional service. Note: Q54 buses at Middle Village-Metropolitan Av are detoured and will board at 69th St/Juniper Valley Rd."
11/30/22 8:19 AM,NYC,"Update: BKLYN, QNS, M Train, Part Suspended","There is no M service between Myrtle Av and Middle Village-Metropolitan Av while FDNY extinguishes a building fire near Middle Village-Metropolitan Av. Middle Village-bound M trains will end at Myrtle Av (Broadway), 2 Av on the F line or Broadway Junction on the J line. As an alternative, considering using a Q54, B13 or B54 bus. Note: Q54 buses at Middle Village-Metropolitan Av are detoured and will board at 69th St/Metropolitan Ave."
11/30/22 8:11 AM,NYC,"BKLYN, QNS, M Train, Part Suspended",There is no M service between Myrtle Av and Middle Village-Metropolitan Av while FDNY extinguishes a building fire near Middle Village-Metropolitan Av. Middle Village-bound M trains will end at Broadway Junction on the J line.
11/30/22 8:08 AM,NYC,"BKLYN, Q Train, Delays",Northbound Q trains are delayed while we address a signal problem at Newkirk Plaza.
11/30/22 7:50 AM,NYC,"Update: MANH, 4 and 5 Trains, Delays",Southbound 4/5 trains are running with delays after we removed a train with a mechanical problem from service at 125 St.
11/30/22 7:46 AM,NYC,"MANH, 4 and 5 Trains, Delays",Southbound 4/5 trains are delayed while we remove a train with a mechanical problem from service at 125 St.
11/30/22 7:25 AM,NYC,"Update: BKLYN, D, N, and R Trains, Delays",Southbound D/N/R trains are running with delays after we addressed a door problem on a train at Union St.
11/30/22 7:21 AM,NYC,"BKLYN, D, N, and R Trains, Delays",Southbound D/N/R trains are delayed while we address a door problem on a train at Union St.
11/30/22 6:11 AM,NYC,"Update: BX, 4 and 5 Trains, Delays",Southbound 4/5 trains are running with delays after we removed a train from service and EMS assisted a person in need at 138 St-Grand Concourse.
11/30/22 5:57 AM,NYC,"BX, 4 and 5 Trains, Delays",Southbound 4/5 trains are delayed while we request EMS for a person in need and remove a train from service at 138 St-Grand Concourse.
11/30/22 5:33 AM,NYC,"Update: QNS, A Train, Delays",A trains are running with delays in both directions after we safely removed a trash can from the tracks at Beach 25 St. A trains have resumed making scheduled stops between Broad Channel and Far Rockaway-Mott Av.
11/30/22 5:29 AM,NYC,"Update: MANH, 1 Train, Delays",Southbound 1 trains are running with delays after EMS assisted a person in need and after we removed a train from service at 103 St. Southbound 1 trains have resumed local service from 137 St-City College to 96 St.
11/30/22 5:07 AM,NYC,"QNS, A Train, Part Suspended","A trains are not running between Broad Channel and Far Rockaway-Mott Av in both directions while we work to remove debris from the tracks at Beach 25 St. Far Rockaway-bound A trains are running to/from Rockaway Park-Beach 116 St. Some southbound A trains will end at Howard Beach-JFK Airport or Ozone Park-Lefferts Blvd. For service between Broad Channel and Far Rockaway-Mott Av, consider using Q22 or Q53-SBS service."
11/30/22 5:03 AM,NYC,"MANH, 1 Train, Some Reroutes","Southbound 1 trains are delayed while we remove a train from service and request EMS for a person in need at 103 St. Some southbound 1 trains will run express from 137 St-City College to 96 St. For service to/from bypassed stations, take a northbound 1 train."
11/30/22 4:48 AM,NYC,"Update: QNS, A Train, Trains Rerouted","A trains are not running between Broad Channel and Far Rockaway-Mott Av in both directions while we work to remove debris from the tracks at Beach 25 St. Far Rockaway-bound A trains are running to/from Rockaway Park-Beach 116 St. For service between Broad Channel and Far Rockaway-Mott Av, consider using Q22 or Q53-SBS service."
11/30/22 4:44 AM,NYC,"A Train, Delays",Northbound A trains are delayed while we work to remove debris from the tracks at Beach 25 St.
11/30/22 4:38 AM,NYC,"Update: BKLYN, Q Train, Delays",Q trains are running with delays in both directions after we addressed a switch malfunction near Atlantic Av-Barclays Ctr. Northbound Q trains have resumed making scheduled stops.
11/30/22 4:20 AM,NYC,"BKLYN, N and Q Trains, Multiple Changes","There are no Q trains from Prospect Park to Atlantic Av-Barclays Ctr while we address a switch malfunction near Atlantic Av-Barclays Ctr. Northbound Q trains will end at Prospect Park and turn for southbound service. For continued service into Manhattan, consider D/N trains. Expect delays in northbound N trains while they share the track with rerouted trains."
11/30/22 3:48 AM,NYC,"Update: BKLYN, Q Train, Trains Rerouted","Northbound Q trains are running along the N line from Stillwell Av to DeKalb Av while we address a switch problem near Atlantic Av-Barclays Ctr. For service to/from bypassed stations, take a southbound train."
11/30/22 3:41 AM,NYC,"Update: MANH, D, N, and Q Trains, Delays",Northbound D/N/Q trains are running with delays after we performed track maintenance near Grand St.
11/30/22 3:29 AM,NYC,"BKLYN, Q Train, Delays",Northbound Q trains are delayed while we address a switch problem near Atlantic Av-Barclays Ctr.
11/30/22 3:17 AM,NYC,"Update: MANH, 2 Train, Delays",Southbound 2 trains are running with delays after we performed switch maintenance near Chambers St. Southbound 2 trains have resumed local service from 14 St to Chambers St.
11/30/22 3:04 AM,NYC,"BKLYN, MANH, D, N, and Q Trains, Multiple Changes",Some northbound Q trains are running on the N line from DeKalb Av to Canal St. We're performing track maintenance near Grand St. Expect delays in northbound D/N/Q service.
11/30/22 2:30 AM,NYC,"Update: QNS, E Train, Delays",Southbound E trains are running with delays after we performed track maintenance at Queens Plaza.
11/30/22 2:26 AM,NYC,"Update: QNS, E Train, Delays",Southbound E trains are delayed while we perform track maintenance at Queens Plaza.
11/30/22 2:25 AM,NYC,"QNS, E Train, Delays",Northbound E trains are delayed while we perform track maintenance at Queens Plaza.
11/30/22 2:20 AM,NYC,"Update: MANH, 2 Train, Delays",2 trains are running with delays in both directions after we concluded track maintenance at Wall St.
11/30/22 2:05 AM,NYC,"Update: A and Rockaway Park S Trains, Delays",A/H trains are running with delays in both directions after the South Channel Bridge opened to allow marine traffic to pass.
11/30/22 1:53 AM,NYC,"A and Rockaway Park S Trains, Delays",A/H trains are delayed in both directions while the South Channel Bridge opens to allow marine traffic to pass.
11/30/22 1:48 AM,NYC,"MANH, 2 Train, Delays",2 trains are delayed in both directions while we perform track maintenance at Wall St.
11/30/22 1:25 AM,NYC,"Update: MANH, 2 Train, Local to Express","Southbound 2 trains are running express from 14 St to Chambers St while we perform track maintenance. For local service, take a southbound 1 train."
Menu,Menu,Menu,Menu
12345678910...  Page size:  select  3025 items in 61 pages,12345678910...  Page size:  select  3025 items in 61 pages,12345678910...  Page size:  select  3025 items in 61 pages,12345678910...  Page size:  select  3025 items in 61 pages
11/30/22 1:18 AM,NYC,"MANH, 2 Train, Local to Express","Southbound 2 trains are running express between 14 St and Chambers St while we perform track maintenance. For local service, take a southbound 1 train."
11/30/22 1:13 AM,NYC,"Update: MANH, R Train, Delays",Northbound R trains are running with delays after NYPD responded to a person being disruptive at 86 St.
11/30/22 1:11 AM,NYC,"Update: MANH, Q Train, Delays",Southbound Q trains are running with delays after NYPD responded to a person being disruptive at Times Sq-42 St.
11/30/22 12:59 AM,NYC,"MANH, Q Train, Delays",Southbound Q trains are delayed while NYPD responds to a person being disruptive at Times Sq-42 St.
11/30/22 12:57 AM,NYC,"MANH, R Train, Delays",Northbound R trains are delayed while NYPD responds to a person being disruptive at 86 St.
11/30/22 12:45 AM,NYC,"MANH, 42 St S Train, Delays",S service is running with delays in both directions after NYPD concluded an investigation at Times Sq-42 St. S trains have resumed making scheduled stops.
11/30/22 12:36 AM,NYC,"Update: BKLYN, D Train, Delays",Northbound D trains are running with delays after we addressed a switch malfunction near 36 St. Northbound D trains have resumed making scheduled stops.
11/29/22 11:48 PM,NYC,"BKLYN, D Train, Trains Rerouted","Northbound D trains are running along the N line from Coney Island-Stillwell Av to 36 St while we address a switch malfunction near 36 St. For service to/from bypassed stations, take a southbound train. Expect delays in northbound N service while they share the track with rerouted trains."
11/29/22 11:29 PM,NYC,"MANH, 42 St S Train, Suspended","S service is suspended in both directions while NYPD conducts an investigation at Times Sq-42 St. As an alternative, consider using 7 service on the lower level."
11/29/22 10:41 PM,NYC,"Update: QNS, 7 Train, Delays",7 trains are running with delays in both directions after we addressed a train with a mechanical problem at 82 St-Jackson Hts.
11/29/22 10:39 PM,NYC,"Update: MANH, N and R Trains, Delays",N/R trains are running with delays in both directions after we addressed a train with a mechanical problem near Lexington Av/59 St.
